Age,Gender,Job_Role,Stress_Level,Hours_Worked_Per_Week,Mental_Health_Condition,Region,Work_Location
51,Male,HR,Low,50,Burnout,Asia,Hybrid
42,Prefer not to say,Designer,High,29,Anxiety,Europe,Remote
34,Male,Sales,Low,38,Anxiety,Asia,Onsite
51,Male,Project Manager,Low,33,Depression,Europe,Hybrid
32,Female,HR,High,48,Anxiety,Oceania,Remote
48,Female,HR,Medium,30,Burnout,South America,Hybrid
22,Non-binary,Data Scientist,High,56,Burnout,Africa,Hybrid
58,Male,HR,Medium,25,Burnout,North America,Hybrid
32,Male,Data Scientist,High,35,Burnout,Asia,Remote
43,Prefer not to say,HR,Medium,43,Depression,North America,Remote
43,Male,Software Engineer,High,48,Depression,North America,Onsite
56,Prefer not to say,Designer,Medium,28,Anxiety,Asia,Hybrid
39,Female,Software Engineer,High,20,Anxiety,Africa,Onsite
35,Female,Sales,High,29,Depression,Africa,Hybrid
40,Female,Sales,Medium,44,Depression,Africa,Hybrid
28,Female,Sales,High,28,Burnout,Europe,Onsite
24,Female,Project Manager,Low,33,Anxiety,South America,Onsite
53,Male,HR,Low,32,Depression,Asia,Hybrid
29,Non-binary,Sales,High,27,Anxiety,South America,Remote
23,Non-binary,Software Engineer,High,27,Burnout,South America,Hybrid
36,Male,Sales,High,54,Burnout,South America,Remote
57,Prefer not to say,Software Engineer,Low,28,Anxiety,North America,Hybrid
40,Non-binary,Project Manager,Low,43,Anxiety,North America,Hybrid
58,Prefer not to say,Project Manager,Medium,25,Anxiety,Oceania,Remote
23,Prefer not to say,Sales,High,46,Anxiety,Africa,Remote
43,Male,Designer,Low,34,Burnout,Africa,Remote
48,Male,Marketing,Low,27,Depression,Europe,Onsite
37,Non-binary,Software Engineer,Medium,35,Depression,Oceania,Remote
32,Prefer not to say,Project Manager,Low,60,Anxiety,Europe,Onsite
43,Female,Designer,High,24,Burnout,Asia,Remote
25,Male,HR,Medium,26,Anxiety,Africa,Remote
29,Prefer not to say,Project Manager,Low,34,Burnout,Africa,Remote
59,Prefer not to say,HR,Medium,53,Burnout,Europe,Hybrid
33,Non-binary,Software Engineer,Low,44,Depression,Africa,Remote
22,Non-binary,HR,Medium,48,Depression,North America,Remote
45,Female,Marketing,Low,33,Depression,Oceania,Remote
24,Male,Sales,Low,33,Burnout,Europe,Onsite
28,Male,Sales,Medium,45,Anxiety,Asia,Onsite
59,Female,Data Scientist,Medium,48,Anxiety,South America,Remote
24,Non-binary,Data Scientist,High,42,Burnout,Oceania,Remote
26,Non-binary,Project Manager,Medium,49,Anxiety,Asia,Remote
59,Male,HR,High,24,Anxiety,Europe,Onsite
40,Non-binary,HR,High,48,Burnout,Oceania,Remote
60,Male,Marketing,Medium,56,Burnout,Oceania,Remote
55,Male,Sales,Medium,49,Depression,North America,Remote
52,Prefer not to say,Designer,Medium,42,Depression,Asia,Remote
40,Non-binary,Designer,High,57,Burnout,South America,Onsite
56,Non-binary,Software Engineer,High,32,Depression,North America,Onsite
28,Female,HR,Medium,28,Depression,Africa,Hybrid
43,Female,Data Scientist,Medium,24,Depression,South America,Remote
45,Prefer not to say,Marketing,Low,20,Burnout,Europe,Hybrid
39,Female,HR,High,24,Anxiety,Europe,Hybrid
57,Female,Software Engineer,High,52,Anxiety,Asia,Remote
24,Non-binary,Sales,Medium,53,Depression,Africa,Onsite
40,Female,Designer,Low,56,Burnout,Asia,Onsite
22,Non-binary,Sales,Medium,40,Depression,South America,Remote
48,Female,Software Engineer,Medium,45,Burnout,Asia,Hybrid
24,Prefer not to say,Marketing,Low,21,Anxiety,Asia,Remote
58,Female,Data Scientist,Low,36,Anxiety,Oceania,Remote
34,Prefer not to say,Designer,Low,42,Anxiety,Asia,Hybrid
50,Non-binary,Project Manager,High,42,Burnout,Oceania,Hybrid
23,Male,HR,Medium,42,Burnout,Europe,Hybrid
28,Prefer not to say,Project Manager,Low,45,Burnout,Africa,Hybrid
57,Prefer not to say,Data Scientist,Medium,59,Anxiety,Africa,Hybrid
26,Male,Sales,Low,32,Anxiety,Africa,Onsite
59,Male,Sales,High,44,Depression,South America,Onsite
56,Prefer not to say,Sales,High,49,Burnout,North America,Remote
22,Prefer not to say,Marketing,Medium,25,Depression,Oceania,Hybrid
38,Non-binary,Software Engineer,Low,40,Anxiety,North America,Hybrid
43,Non-binary,Designer,High,27,Burnout,Asia,Hybrid
52,Non-binary,Data Scientist,High,44,Anxiety,Africa,Remote
30,Female,Data Scientist,High,57,Depression,South America,Remote
40,Male,HR,Medium,60,Anxiety,Africa,Onsite
32,Female,Designer,Medium,28,Depression,South America,Hybrid
53,Female,Marketing,High,37,Depression,Africa,Hybrid
22,Male,Software Engineer,High,22,Burnout,North America,Onsite
43,Prefer not to say,Software Engineer,Medium,59,Burnout,South America,Onsite
59,Non-binary,Marketing,Medium,47,Depression,Asia,Hybrid
30,Prefer not to say,Software Engineer,Medium,36,Anxiety,Africa,Hybrid
45,Male,Data Scientist,High,46,Depression,Asia,Remote
30,Female,Software Engineer,Medium,57,Burnout,Europe,Hybrid
33,Female,Marketing,High,49,Burnout,Asia,Remote
54,Female,HR,Low,54,Anxiety,Europe,Hybrid
60,Female,Data Scientist,Medium,23,Burnout,Asia,Remote
51,Female,HR,Medium,23,Anxiety,Africa,Remote
41,Non-binary,Project Manager,High,21,Anxiety,Europe,Remote
30,Female,Project Manager,High,36,Depression,South America,Onsite
44,Prefer not to say,Software Engineer,High,52,Anxiety,Africa,Onsite
48,Female,Data Scientist,Medium,50,Anxiety,Oceania,Onsite
56,Female,Data Scientist,Low,45,Burnout,North America,Onsite
43,Male,Designer,Low,52,Burnout,South America,Hybrid
36,Non-binary,Sales,Low,23,Burnout,Europe,Remote
45,Male,Marketing,High,60,Burnout,North America,Hybrid
23,Female,HR,Medium,49,Burnout,Oceania,Remote
57,Male,Sales,Medium,34,Anxiety,North America,Hybrid
59,Prefer not to say,HR,Low,56,Depression,Asia,Hybrid
49,Prefer not to say,Project Manager,Medium,51,Burnout,Oceania,Remote
24,Female,Data Scientist,Low,20,Depression,Africa,Hybrid
43,Female,HR,Low,48,Anxiety,North America,Remote
50,Non-binary,Marketing,Low,54,Burnout,Oceania,Hybrid
37,Prefer not to say,Marketing,Medium,36,Burnout,North America,Onsite
48,Prefer not to say,Software Engineer,Low,36,Depression,Oceania,Remote
48,Female,Sales,Low,49,Depression,North America,Hybrid
45,Male,Software Engineer,High,53,Anxiety,Europe,Hybrid
56,Non-binary,HR,Medium,37,Burnout,Asia,Remote
42,Prefer not to say,Designer,Medium,40,Depression,Asia,Remote
45,Prefer not to say,Project Manager,Low,42,Depression,South America,Onsite
31,Male,Data Scientist,High,48,Anxiety,Asia,Onsite
55,Prefer not to say,Software Engineer,Low,41,Anxiety,Oceania,Onsite
47,Male,Project Manager,Low,27,Burnout,South America,Onsite
56,Female,Data Scientist,Medium,21,Depression,Oceania,Remote
56,Prefer not to say,Marketing,Low,48,Depression,Oceania,Hybrid
34,Male,Project Manager,Medium,48,Depression,Europe,Remote
22,Prefer not to say,HR,Medium,49,Depression,South America,Hybrid
57,Male,Project Manager,Medium,44,Depression,Oceania,Hybrid
37,Male,Designer,High,23,Depression,Oceania,Remote
40,Prefer not to say,Sales,Medium,34,Anxiety,Oceania,Onsite
30,Prefer not to say,Sales,Low,50,Depression,South America,Remote
49,Female,Project Manager,Medium,35,Anxiety,Oceania,Onsite
23,Non-binary,Project Manager,Medium,29,Depression,Asia,Onsite
28,Male,Software Engineer,High,26,Burnout,Europe,Hybrid
31,Female,HR,Medium,57,Depression,South America,Remote
27,Female,Sales,High,58,Depression,North America,Hybrid
26,Female,Software Engineer,High,29,Depression,Africa,Remote
56,Male,Data Scientist,Low,53,Depression,Oceania,Remote
37,Prefer not to say,HR,Low,41,Anxiety,Asia,Onsite
40,Non-binary,Software Engineer,Medium,48,Burnout,Africa,Remote
30,Non-binary,Data Scientist,Low,20,Depression,Oceania,Remote
36,Prefer not to say,HR,Medium,44,Burnout,Europe,Hybrid
33,Female,Project Manager,High,33,Burnout,Europe,Hybrid
55,Male,HR,High,41,Depression,Europe,Remote
39,Prefer not to say,Designer,High,30,Burnout,Asia,Hybrid
27,Male,Marketing,High,22,Burnout,North America,Onsite
54,Male,HR,Low,32,Depression,South America,Hybrid
35,Prefer not to say,HR,Medium,59,Anxiety,North America,Onsite
43,Non-binary,Designer,Medium,22,Burnout,Asia,Hybrid
47,Prefer not to say,Marketing,Low,49,Burnout,Europe,Remote
49,Prefer not to say,Designer,Low,33,Depression,Africa,Onsite
55,Non-binary,Software Engineer,Medium,27,Anxiety,Asia,Remote
32,Female,Project Manager,Medium,29,Depression,Oceania,Hybrid
56,Non-binary,HR,Medium,30,Depression,Europe,Remote
22,Female,Sales,Low,24,Burnout,North America,Onsite
42,Male,Marketing,High,35,Depression,South America,Onsite
40,Non-binary,Software Engineer,Medium,57,Burnout,Africa,Hybrid
54,Prefer not to say,Data Scientist,Medium,27,Burnout,Europe,Remote
49,Female,Marketing,High,25,Anxiety,Africa,Hybrid
58,Non-binary,Software Engineer,High,47,Depression,North America,Onsite
60,Prefer not to say,Sales,Low,22,Depression,Oceania,Onsite
25,Male,Sales,Medium,39,Burnout,South America,Hybrid
53,Male,Designer,Medium,47,Depression,Asia,Hybrid
48,Male,Software Engineer,Low,50,Depression,Europe,Remote
34,Non-binary,Designer,High,20,Anxiety,Oceania,Remote
39,Male,Sales,High,42,Anxiety,Oceania,Onsite
24,Non-binary,Designer,High,27,Anxiety,Africa,Remote
27,Non-binary,HR,Low,45,Anxiety,Oceania,Remote
23,Female,Data Scientist,Low,28,Burnout,Africa,Onsite
23,Female,Data Scientist,High,39,Burnout,North America,Onsite
36,Non-binary,Marketing,Low,37,Burnout,Europe,Onsite
27,Female,Sales,Medium,34,Depression,Oceania,Onsite
39,Female,Designer,Medium,47,Depression,North America,Remote
51,Female,Data Scientist,High,24,Burnout,North America,Onsite
30,Prefer not to say,Data Scientist,High,23,Burnout,South America,Onsite
47,Male,Project Manager,Medium,52,Burnout,South America,Onsite
48,Non-binary,Designer,High,31,Burnout,Africa,Remote
42,Male,Project Manager,Medium,39,Burnout,Asia,Onsite
35,Prefer not to say,HR,High,46,Burnout,Europe,Onsite
33,Male,Project Manager,Medium,59,Anxiety,North America,Hybrid
54,Male,Data Scientist,Medium,32,Burnout,Africa,Hybrid
45,Non-binary,Sales,Medium,26,Burnout,Africa,Onsite
46,Prefer not to say,Marketing,Medium,37,Anxiety,Europe,Onsite
59,Non-binary,Project Manager,High,59,Anxiety,Europe,Remote
50,Prefer not to say,Data Scientist,High,38,Burnout,Europe,Remote
59,Prefer not to say,Data Scientist,High,26,Burnout,Africa,Hybrid
26,Male,HR,Low,41,Depression,Europe,Remote
42,Female,Designer,High,48,Anxiety,North America,Hybrid
59,Non-binary,Designer,Medium,47,Burnout,Africa,Hybrid
56,Non-binary,HR,Low,54,Anxiety,North America,Hybrid
29,Male,Data Scientist,Medium,33,Anxiety,South America,Hybrid
54,Female,Marketing,Low,59,Anxiety,Africa,Hybrid
48,Male,Data Scientist,Low,21,Burnout,Africa,Onsite
47,Prefer not to say,HR,Medium,33,Anxiety,Oceania,Remote
47,Prefer not to say,Marketing,Low,22,Depression,Africa,Hybrid
60,Female,Designer,Medium,21,Anxiety,Europe,Hybrid
46,Female,HR,Medium,29,Burnout,North America,Remote
30,Non-binary,Designer,Medium,23,Anxiety,Asia,Hybrid
58,Non-binary,Sales,High,36,Depression,Asia,Remote
57,Male,Project Manager,Low,29,Anxiety,Oceania,Remote
48,Prefer not to say,HR,Low,37,Depression,Africa,Remote
47,Prefer not to say,HR,Low,20,Burnout,Oceania,Remote
25,Non-binary,Project Manager,Low,55,Burnout,Europe,Onsite
26,Male,Project Manager,Medium,51,Burnout,Asia,Onsite
50,Female,HR,High,45,Anxiety,Oceania,Remote
41,Prefer not to say,Data Scientist,Medium,53,Anxiety,Africa,Onsite
46,Female,Sales,Low,30,Anxiety,Oceania,Remote
27,Male,Sales,Low,54,Burnout,Asia,Onsite
27,Male,Data Scientist,Medium,47,Burnout,Oceania,Onsite
33,Prefer not to say,HR,Medium,39,Anxiety,South America,Onsite
35,Female,Project Manager,Low,20,Depression,Oceania,Remote
24,Prefer not to say,Sales,High,30,Burnout,Asia,Hybrid
39,Prefer not to say,Data Scientist,Low,29,Depression,North America,Hybrid
42,Male,Data Scientist,Medium,54,Anxiety,North America,Onsite
46,Male,Data Scientist,Low,41,Anxiety,Oceania,Hybrid
48,Non-binary,Project Manager,Medium,47,Burnout,Asia,Onsite
58,Male,Marketing,Low,50,Anxiety,Asia,Onsite
44,Female,Marketing,High,44,Anxiety,Asia,Onsite
53,Male,Data Scientist,Low,30,Depression,Europe,Onsite
47,Non-binary,Sales,Low,30,Depression,Oceania,Hybrid
25,Male,Data Scientist,Medium,40,Depression,South America,Onsite
32,Female,Designer,High,47,Anxiety,Europe,Hybrid
27,Non-binary,Project Manager,High,52,Burnout,Africa,Remote
45,Non-binary,Designer,High,25,Anxiety,Oceania,Remote
58,Female,Sales,Low,49,Depression,South America,Remote
57,Male,Marketing,Low,59,Depression,South America,Remote
25,Male,HR,Medium,60,Depression,Oceania,Onsite
59,Female,Project Manager,Low,38,Burnout,Oceania,Remote
50,Prefer not to say,Designer,Medium,50,Anxiety,Asia,Remote
47,Non-binary,Project Manager,High,50,Anxiety,Europe,Hybrid
53,Female,Project Manager,Low,59,Burnout,Asia,Hybrid
45,Non-binary,Marketing,Medium,38,Burnout,South America,Remote
24,Non-binary,HR,High,36,Anxiety,North America,Hybrid
44,Prefer not to say,Sales,Low,33,Burnout,South America,Hybrid
55,Male,Data Scientist,Low,31,Anxiety,Asia,Hybrid
35,Female,Sales,High,32,Depression,North America,Onsite
50,Male,Marketing,Medium,33,Anxiety,Europe,Onsite
27,Female,HR,Low,44,Burnout,North America,Hybrid
34,Male,Designer,High,57,Anxiety,Oceania,Onsite
30,Prefer not to say,HR,High,54,Anxiety,Africa,Remote
42,Female,HR,Medium,45,Burnout,South America,Hybrid
52,Prefer not to say,HR,High,48,Anxiety,Africa,Hybrid
45,Non-binary,HR,Low,42,Depression,Asia,Remote
50,Female,Software Engineer,Medium,38,Burnout,Oceania,Hybrid
54,Female,Designer,Low,28,Anxiety,South America,Hybrid
25,Prefer not to say,Sales,Low,34,Burnout,South America,Onsite
29,Non-binary,Marketing,High,48,Burnout,Asia,Onsite
37,Female,Designer,Low,51,Depression,Asia,Onsite
56,Non-binary,Software Engineer,Medium,37,Anxiety,Oceania,Hybrid
33,Non-binary,HR,Low,32,Burnout,North America,Onsite
22,Female,Data Scientist,Low,40,Anxiety,North America,Onsite
53,Female,Marketing,Low,25,Depression,Africa,Remote
53,Female,Designer,Low,34,Burnout,Europe,Remote
43,Female,Marketing,Medium,55,Burnout,North America,Onsite
53,Female,Project Manager,High,22,Depression,Africa,Hybrid
34,Male,Project Manager,Medium,57,Burnout,Asia,Onsite
40,Prefer not to say,Project Manager,High,60,Burnout,Asia,Onsite
33,Male,Designer,Low,40,Burnout,Asia,Remote
58,Male,Designer,High,60,Burnout,Asia,Remote
27,Prefer not to say,Designer,Medium,55,Depression,North America,Remote
46,Female,Data Scientist,High,40,Burnout,Asia,Hybrid
36,Male,HR,Medium,34,Burnout,Europe,Remote
53,Female,Project Manager,Low,23,Depression,South America,Hybrid
25,Female,Data Scientist,Medium,54,Depression,North America,Onsite
32,Prefer not to say,Sales,High,29,Depression,Europe,Hybrid
59,Non-binary,Marketing,Low,40,Depression,South America,Hybrid
26,Male,Sales,Medium,22,Burnout,Europe,Remote
38,Female,Software Engineer,Low,48,Depression,Africa,Onsite
23,Non-binary,Data Scientist,Low,22,Burnout,North America,Hybrid
49,Prefer not to say,Sales,Low,28,Anxiety,Asia,Onsite
26,Male,Marketing,High,43,Anxiety,Asia,Remote
46,Non-binary,Data Scientist,Medium,49,Depression,Africa,Hybrid
51,Male,Software Engineer,Medium,20,Anxiety,North America,Remote
58,Female,Designer,Medium,24,Burnout,Africa,Hybrid
49,Non-binary,HR,Medium,24,Burnout,Africa,Remote
43,Prefer not to say,Project Manager,Medium,30,Anxiety,South America,Hybrid
38,Female,Sales,High,50,Burnout,Asia,Onsite
58,Non-binary,Marketing,High,34,Burnout,Asia,Onsite
52,Male,Sales,Medium,55,Depression,North America,Remote
52,Male,Project Manager,Medium,20,Depression,North America,Onsite
23,Male,HR,Low,59,Depression,North America,Remote
43,Male,Sales,Low,30,Burnout,Europe,Hybrid
54,Male,HR,Low,33,Burnout,Africa,Hybrid
53,Female,Marketing,Low,58,Depression,North America,Remote
30,Non-binary,Software Engineer,Medium,55,Depression,North America,Remote
51,Prefer not to say,Designer,High,58,Burnout,Asia,Onsite
58,Male,Marketing,Low,34,Anxiety,North America,Onsite
32,Non-binary,Software Engineer,Medium,42,Depression,Europe,Onsite
36,Prefer not to say,HR,Medium,52,Anxiety,Europe,Hybrid
31,Non-binary,Software Engineer,High,53,Burnout,South America,Onsite
27,Prefer not to say,Data Scientist,High,37,Anxiety,South America,Hybrid
31,Prefer not to say,Data Scientist,Low,55,Anxiety,Europe,Onsite
40,Female,Project Manager,High,42,Burnout,North America,Remote
58,Non-binary,Software Engineer,Low,42,Burnout,Africa,Hybrid
53,Non-binary,Software Engineer,Low,39,Depression,Oceania,Hybrid
34,Female,Designer,High,54,Burnout,North America,Hybrid
47,Prefer not to say,Data Scientist,High,28,Anxiety,Oceania,Onsite
48,Female,Data Scientist,Low,36,Depression,North America,Onsite
22,Prefer not to say,HR,Low,20,Depression,South America,Remote
42,Prefer not to say,Marketing,Medium,24,Burnout,Africa,Remote
34,Female,HR,Low,48,Depression,Asia,Hybrid
34,Prefer not to say,Project Manager,Low,30,Burnout,Oceania,Hybrid
41,Male,HR,Low,27,Anxiety,North America,Onsite
41,Female,Sales,Low,24,Burnout,Africa,Hybrid
27,Non-binary,Designer,High,53,Depression,Asia,Remote
22,Male,Sales,Medium,34,Anxiety,Europe,Hybrid
27,Male,HR,Low,42,Anxiety,South America,Onsite
25,Non-binary,Data Scientist,Medium,25,Depression,Africa,Hybrid
46,Prefer not to say,Software Engineer,Low,30,Anxiety,Asia,Hybrid
30,Non-binary,Project Manager,Medium,27,Anxiety,Asia,Hybrid
38,Non-binary,Project Manager,Low,27,Depression,North America,Hybrid
46,Male,Marketing,High,30,Anxiety,North America,Onsite
58,Prefer not to say,Project Manager,Medium,40,Burnout,South America,Onsite
57,Prefer not to say,Sales,Low,57,Burnout,Oceania,Hybrid
35,Non-binary,HR,Low,46,Anxiety,Europe,Remote
42,Male,Sales,Low,47,Anxiety,Europe,Hybrid
40,Non-binary,Project Manager,Low,34,Depression,Oceania,Onsite
33,Male,Data Scientist,Low,46,Burnout,Oceania,Hybrid
31,Prefer not to say,Data Scientist,Medium,28,Depression,Africa,Onsite
54,Non-binary,Software Engineer,Low,35,Anxiety,Africa,Onsite
25,Female,Designer,Medium,23,Depression,Europe,Hybrid
46,Female,Marketing,High,36,Anxiety,South America,Onsite
44,Prefer not to say,Marketing,Low,45,Depression,Oceania,Hybrid
24,Non-binary,Data Scientist,Low,20,Burnout,North America,Remote
32,Female,Designer,Medium,31,Anxiety,Europe,Onsite
52,Female,Sales,Medium,56,Depression,North America,Onsite
28,Prefer not to say,Project Manager,High,52,Anxiety,South America,Hybrid
25,Female,Sales,Medium,53,Depression,South America,Onsite
32,Non-binary,Sales,High,38,Depression,Africa,Hybrid
46,Non-binary,HR,Low,36,Anxiety,Africa,Remote
33,Non-binary,Designer,Low,46,Depression,South America,Hybrid
47,Male,Data Scientist,Medium,42,Depression,South America,Hybrid
23,Non-binary,Software Engineer,High,32,Burnout,Oceania,Remote
24,Female,Marketing,Low,35,Anxiety,Africa,Remote
33,Female,Designer,Medium,27,Depression,Asia,Onsite
22,Male,Marketing,High,43,Depression,North America,Hybrid
35,Female,Marketing,High,20,Burnout,Africa,Onsite
26,Prefer not to say,HR,Medium,44,Burnout,Oceania,Hybrid
60,Prefer not to say,Project Manager,Medium,59,Burnout,Europe,Remote
23,Male,Data Scientist,Low,53,Anxiety,Oceania,Onsite
45,Non-binary,Software Engineer,Low,56,Depression,Oceania,Onsite
46,Male,Sales,Medium,37,Burnout,Africa,Onsite
24,Female,Designer,High,59,Burnout,South America,Remote
48,Non-binary,Designer,Medium,41,Anxiety,Asia,Onsite
55,Female,Sales,Low,32,Burnout,Africa,Hybrid
36,Prefer not to say,HR,Low,38,Burnout,Asia,Onsite
39,Prefer not to say,Sales,Low,42,Burnout,Africa,Onsite
24,Female,Software Engineer,High,45,Burnout,Oceania,Hybrid
48,Male,Sales,Medium,36,Burnout,Asia,Remote
52,Female,Data Scientist,Low,28,Burnout,Oceania,Remote
36,Non-binary,Marketing,Low,23,Burnout,Europe,Remote
57,Female,Sales,Low,40,Burnout,South America,Hybrid
31,Non-binary,Data Scientist,Low,24,Depression,Oceania,Onsite
60,Prefer not to say,Sales,High,34,Depression,South America,Onsite
52,Male,Software Engineer,Medium,41,Depression,Europe,Remote
55,Male,Marketing,High,47,Depression,Africa,Onsite
33,Non-binary,Designer,Low,45,Burnout,South America,Onsite
49,Prefer not to say,Project Manager,Medium,44,Depression,North America,Hybrid
32,Non-binary,HR,Low,50,Burnout,Africa,Onsite
23,Non-binary,HR,Low,36,Burnout,Oceania,Onsite
53,Non-binary,HR,Medium,38,Depression,South America,Onsite
50,Non-binary,Sales,High,26,Depression,Africa,Hybrid
50,Prefer not to say,Sales,High,48,Burnout,Africa,Hybrid
50,Male,HR,Low,56,Anxiety,Oceania,Remote
54,Female,Project Manager,Low,38,Burnout,South America,Remote
47,Female,HR,Medium,47,Burnout,Africa,Hybrid
30,Prefer not to say,Sales,Low,51,Anxiety,Europe,Remote
31,Non-binary,Data Scientist,Medium,52,Anxiety,Asia,Remote
33,Female,Designer,High,46,Depression,North America,Remote
38,Female,Project Manager,Low,23,Burnout,Oceania,Remote
47,Male,Project Manager,High,49,Anxiety,Africa,Hybrid
38,Non-binary,Project Manager,Medium,27,Depression,Europe,Onsite
29,Male,Project Manager,Low,39,Anxiety,Oceania,Onsite
38,Prefer not to say,Data Scientist,High,55,Depression,Europe,Hybrid
40,Non-binary,Data Scientist,Medium,59,Depression,Asia,Remote
33,Non-binary,Sales,High,38,Depression,Africa,Onsite
50,Male,Sales,Medium,26,Burnout,South America,Remote
59,Non-binary,Sales,Low,31,Anxiety,Oceania,Remote
29,Non-binary,Sales,High,32,Depression,South America,Onsite
26,Female,Data Scientist,Medium,33,Burnout,South America,Onsite
47,Male,Sales,Medium,44,Depression,Asia,Hybrid
56,Prefer not to say,HR,Medium,34,Depression,Asia,Remote
28,Prefer not to say,Data Scientist,Medium,35,Burnout,Oceania,Remote
39,Male,Software Engineer,Low,48,Depression,South America,Onsite
51,Male,Software Engineer,Low,56,Burnout,North America,Onsite
48,Female,Project Manager,Low,45,Burnout,Asia,Onsite
25,Non-binary,HR,Medium,28,Depression,South America,Onsite
34,Non-binary,Project Manager,Low,32,Depression,Africa,Remote
32,Female,Marketing,Medium,55,Burnout,Oceania,Onsite
47,Female,Project Manager,Low,57,Depression,South America,Hybrid
52,Female,Designer,High,37,Burnout,South America,Hybrid
55,Male,Marketing,Medium,56,Anxiety,South America,Remote
60,Male,Project Manager,High,23,Burnout,Asia,Onsite
52,Female,Designer,Medium,49,Depression,Europe,Onsite
33,Prefer not to say,Marketing,High,25,Depression,South America,Remote
30,Male,Designer,Low,33,Burnout,North America,Remote
50,Non-binary,Marketing,High,31,Anxiety,Asia,Hybrid
32,Male,Data Scientist,Medium,57,Burnout,Europe,Onsite
31,Male,Software Engineer,High,42,Burnout,Asia,Hybrid
60,Female,Software Engineer,Medium,49,Burnout,Europe,Onsite
24,Prefer not to say,Project Manager,Low,47,Burnout,North America,Remote
44,Male,Software Engineer,Low,56,Depression,Asia,Hybrid
49,Non-binary,Sales,High,25,Burnout,Oceania,Remote
22,Female,Marketing,Low,26,Depression,Oceania,Remote
48,Non-binary,Software Engineer,High,56,Burnout,North America,Remote
49,Female,Data Scientist,Medium,36,Burnout,North America,Remote
27,Prefer not to say,Marketing,Medium,45,Anxiety,North America,Onsite
26,Male,Data Scientist,Low,46,Anxiety,Asia,Onsite
33,Non-binary,Sales,High,47,Burnout,Oceania,Hybrid
30,Prefer not to say,Software Engineer,High,41,Depression,Oceania,Onsite
42,Female,Data Scientist,Medium,60,Burnout,South America,Onsite
24,Prefer not to say,Designer,Medium,24,Anxiety,Asia,Remote
42,Non-binary,Data Scientist,Medium,57,Burnout,Europe,Onsite
46,Male,Designer,Medium,30,Anxiety,South America,Onsite
57,Male,Data Scientist,High,42,Depression,Africa,Remote
50,Female,Data Scientist,High,51,Depression,Asia,Onsite
31,Male,Designer,High,28,Depression,South America,Onsite
56,Male,Software Engineer,Low,60,Depression,North America,Hybrid
31,Female,Project Manager,Medium,35,Anxiety,South America,Onsite
27,Non-binary,Software Engineer,Low,59,Depression,Africa,Onsite
51,Prefer not to say,Project Manager,Medium,58,Anxiety,Asia,Remote
50,Non-binary,HR,Low,22,Burnout,South America,Remote
47,Female,Sales,High,45,Anxiety,Europe,Remote
28,Prefer not to say,HR,High,27,Burnout,Europe,Hybrid
25,Female,Designer,High,35,Anxiety,North America,Remote
26,Female,Project Manager,Medium,31,Anxiety,Europe,Remote
31,Female,HR,Medium,22,Burnout,North America,Hybrid
45,Non-binary,Data Scientist,Low,24,Burnout,Asia,Hybrid
41,Female,Data Scientist,Low,49,Anxiety,Asia,Hybrid
30,Male,Project Manager,Low,52,Burnout,North America,Remote
23,Prefer not to say,Project Manager,Low,55,Anxiety,Oceania,Remote
34,Female,HR,High,22,Burnout,Asia,Hybrid
25,Male,Data Scientist,Medium,35,Depression,North America,Remote
49,Female,Sales,Medium,52,Depression,Asia,Hybrid
59,Male,Data Scientist,Low,30,Burnout,South America,Hybrid
48,Male,HR,High,56,Depression,North America,Onsite
54,Male,Data Scientist,High,21,Depression,Africa,Remote
54,Female,Project Manager,High,56,Anxiety,Africa,Hybrid
27,Prefer not to say,Marketing,Medium,26,Depression,South America,Remote
51,Male,Data Scientist,Low,25,Burnout,Asia,Hybrid
44,Female,Project Manager,Medium,27,Anxiety,Oceania,Remote
53,Non-binary,Designer,Medium,25,Depression,North America,Onsite
41,Prefer not to say,Data Scientist,Low,52,Burnout,North America,Hybrid
54,Prefer not to say,Project Manager,Medium,41,Anxiety,Asia,Remote
35,Prefer not to say,HR,High,21,Burnout,South America,Remote
60,Prefer not to say,Project Manager,Low,56,Depression,South America,Remote
29,Male,Designer,Low,43,Anxiety,South America,Remote
34,Male,Designer,High,20,Depression,South America,Hybrid
52,Female,HR,Medium,52,Anxiety,Asia,Remote
25,Prefer not to say,Software Engineer,Medium,21,Burnout,Africa,Remote
58,Female,Sales,Medium,56,Depression,Africa,Remote
22,Female,Software Engineer,Medium,38,Depression,Oceania,Onsite
48,Prefer not to say,Data Scientist,High,39,Depression,Oceania,Remote
33,Male,Project Manager,Low,53,Burnout,Africa,Remote
41,Non-binary,Data Scientist,Medium,58,Burnout,Asia,Onsite
26,Male,Designer,Medium,55,Burnout,Oceania,Onsite
38,Non-binary,Software Engineer,Medium,60,Depression,Asia,Onsite
29,Male,Project Manager,Medium,20,Anxiety,South America,Remote
24,Female,Sales,Medium,58,Anxiety,South America,Onsite
49,Male,Data Scientist,Low,30,Burnout,Oceania,Remote
54,Male,Project Manager,Medium,41,Burnout,Europe,Remote
25,Female,Data Scientist,Medium,22,Depression,Oceania,Remote
35,Male,Sales,Medium,24,Burnout,Asia,Onsite
37,Non-binary,Project Manager,Low,57,Anxiety,Africa,Hybrid
36,Prefer not to say,Designer,Medium,29,Burnout,North America,Remote
