Age,Gender,Job_Role,Stress_Level,Hours_Worked_Per_Week,Mental_Health_Condition,Region,Work_Location
46,Female,Data Scientist,Low,54,Anxiety,Africa,Onsite
42,Male,Project Manager,Low,38,Anxiety,North America,Remote
32,Prefer not to say,Data Scientist,Medium,22,Depression,South America,Onsite
36,Non-binary,Marketing,Low,52,Depression,South America,Hybrid
25,Prefer not to say,Marketing,High,47,Anxiety,Oceania,Hybrid
42,Male,Designer,Low,31,Burnout,Europe,Onsite
53,Female,HR,Low,36,,Europe,Onsite
31,Female,HR,High,40,,South America,Hybrid
59,Male,Project Manager,Low,48,Anxiety,Africa,Hybrid
39,Male,Project Manager,Medium,30,Anxiety,Asia,Hybrid
36,Non-binary,Software Engineer,Medium,32,Burnout,Oceania,Remote
39,Male,Designer,High,48,Anxiety,North America,Hybrid
25,Male,Sales,Low,25,Depression,North America,Remote
42,Male,Software Engineer,High,35,Burnout,Europe,Remote
57,Female,Software Engineer,High,32,Depression,North America,Hybrid
28,Prefer not to say,HR,Medium,42,,Oceania,Remote
41,Male,Sales,High,50,Burnout,South America,Hybrid
33,Prefer not to say,Software Engineer,High,25,Anxiety,North America,Onsite
51,Prefer not to say,Project Manager,High,31,Depression,Oceania,Onsite
29,Prefer not to say,Software Engineer,Low,28,,Europe,Remote
48,Prefer not to say,Sales,Medium,27,,Oceania,Remote
48,Non-binary,Data Scientist,Medium,58,,South America,Remote
46,Male,Designer,Low,22,Depression,Oceania,Onsite
23,Male,HR,Medium,20,,Oceania,Remote
48,Non-binary,Marketing,Low,52,Anxiety,Oceania,Remote
57,Female,HR,High,28,Anxiety,Oceania,Remote
43,Non-binary,Designer,High,51,Depression,Oceania,Remote
52,Female,Marketing,Low,57,,Oceania,Hybrid
42,Prefer not to say,Data Scientist,High,33,Burnout,Oceania,Onsite
47,Prefer not to say,Sales,Low,50,Anxiety,South America,Remote
28,Female,Software Engineer,Low,54,Burnout,North America,Remote
34,Prefer not to say,HR,Low,22,,South America,Hybrid
32,Male,Data Scientist,Medium,37,,North America,Hybrid
55,Male,Project Manager,Medium,52,Depression,Asia,Hybrid
25,Prefer not to say,Software Engineer,High,56,Anxiety,Africa,Onsite
47,Non-binary,Software Engineer,Medium,45,Burnout,Asia,Hybrid
24,Female,Project Manager,Medium,53,Anxiety,North America,Hybrid
36,Prefer not to say,Designer,Medium,49,Depression,Oceania,Hybrid
39,Prefer not to say,Project Manager,High,43,Anxiety,Europe,Hybrid
38,Male,Sales,Low,32,Burnout,Europe,Onsite
25,Prefer not to say,Designer,Low,51,Burnout,Europe,Onsite
23,Non-binary,Marketing,High,35,Anxiety,South America,Remote
41,Prefer not to say,HR,High,60,Burnout,Asia,Remote
53,Prefer not to say,Marketing,Low,38,Depression,Africa,Remote
22,Prefer not to say,Project Manager,Low,58,Burnout,Asia,Hybrid
59,Female,Marketing,Low,46,,Africa,Remote
32,Male,HR,Low,30,Anxiety,North America,Hybrid
37,Female,Marketing,Low,23,,Asia,Onsite
51,Male,HR,Low,50,Burnout,Asia,Hybrid
56,Prefer not to say,Software Engineer,Low,44,,Asia,Remote
42,Prefer not to say,Designer,High,29,Anxiety,Europe,Remote
42,Non-binary,Designer,Medium,25,,North America,Remote
24,Non-binary,HR,Low,40,,Asia,Remote
34,Male,Sales,Low,38,Anxiety,Asia,Onsite
33,Male,Software Engineer,Low,53,,Europe,Onsite
51,Male,Project Manager,Low,33,Depression,Europe,Hybrid
32,Female,HR,High,48,Anxiety,Oceania,Remote
48,Female,HR,Medium,30,Burnout,South America,Hybrid
22,Non-binary,Data Scientist,High,56,Burnout,Africa,Hybrid
58,Male,HR,Medium,25,Burnout,North America,Hybrid
32,Male,Data Scientist,High,35,Burnout,Asia,Remote
43,Prefer not to say,HR,Medium,43,Depression,North America,Remote
43,Male,Software Engineer,High,48,Depression,North America,Onsite
56,Prefer not to say,Designer,Medium,28,Anxiety,Asia,Hybrid
39,Female,Software Engineer,High,20,Anxiety,Africa,Onsite
35,Female,Sales,High,29,Depression,Africa,Hybrid
40,Female,Sales,Medium,44,Depression,Africa,Hybrid
28,Female,Sales,High,28,Burnout,Europe,Onsite
24,Female,Project Manager,Low,33,Anxiety,South America,Onsite
53,Male,HR,Low,32,Depression,Asia,Hybrid
29,Non-binary,Sales,High,27,Anxiety,South America,Remote
23,Non-binary,Software Engineer,High,27,Burnout,South America,Hybrid
36,Non-binary,HR,Medium,43,,North America,Remote
36,Male,Sales,High,54,Burnout,South America,Remote
57,Prefer not to say,Software Engineer,Low,28,Anxiety,North America,Hybrid
40,Non-binary,Project Manager,Low,43,Anxiety,North America,Hybrid
58,Prefer not to say,Project Manager,Medium,25,Anxiety,Oceania,Remote
23,Prefer not to say,Sales,High,46,Anxiety,Africa,Remote
43,Male,Designer,Low,34,Burnout,Africa,Remote
59,Prefer not to say,HR,Medium,27,,Europe,Onsite
48,Male,Marketing,Low,27,Depression,Europe,Onsite
38,Male,Marketing,Medium,21,,Africa,Hybrid
56,Non-binary,Project Manager,High,20,,Oceania,Remote
29,Female,Project Manager,Low,42,,North America,Remote
37,Non-binary,Software Engineer,Medium,35,Depression,Oceania,Remote
32,Prefer not to say,Project Manager,Low,60,Anxiety,Europe,Onsite
43,Female,Designer,High,24,Burnout,Asia,Remote
43,Male,Project Manager,Low,58,,Europe,Remote
25,Male,HR,Medium,26,Anxiety,Africa,Remote
29,Prefer not to say,Project Manager,Low,34,Burnout,Africa,Remote
59,Prefer not to say,HR,Medium,53,Burnout,Europe,Hybrid
33,Non-binary,Software Engineer,Low,44,Depression,Africa,Remote
22,Non-binary,HR,Medium,48,Depression,North America,Remote
45,Female,Marketing,Low,33,Depression,Oceania,Remote
24,Male,Sales,Low,33,Burnout,Europe,Onsite
28,Male,Sales,Medium,45,Anxiety,Asia,Onsite
29,Prefer not to say,Software Engineer,Medium,23,,Europe,Hybrid
56,Non-binary,Software Engineer,Low,52,,North America,Onsite
59,Female,Data Scientist,Medium,48,Anxiety,South America,Remote
24,Non-binary,Data Scientist,High,42,Burnout,Oceania,Remote
26,Non-binary,Project Manager,Medium,49,Anxiety,Asia,Remote
59,Male,HR,High,24,Anxiety,Europe,Onsite
41,Female,Sales,High,59,,Europe,Hybrid
40,Non-binary,HR,High,48,Burnout,Oceania,Remote
48,Male,Sales,Medium,55,,South America,Onsite
60,Male,Marketing,Medium,56,Burnout,Oceania,Remote
32,Male,Software Engineer,Medium,47,,Europe,Remote
55,Male,Sales,Medium,49,Depression,North America,Remote
52,Prefer not to say,Designer,Medium,42,Depression,Asia,Remote
40,Non-binary,Designer,High,57,Burnout,South America,Onsite
56,Non-binary,Software Engineer,High,32,Depression,North America,Onsite
28,Female,HR,Medium,28,Depression,Africa,Hybrid
43,Female,Data Scientist,Medium,24,Depression,South America,Remote
53,Female,Sales,High,32,,South America,Hybrid
45,Prefer not to say,Marketing,Low,20,Burnout,Europe,Hybrid
39,Female,HR,High,24,Anxiety,Europe,Hybrid
57,Female,Software Engineer,High,52,Anxiety,Asia,Remote
24,Non-binary,Sales,Medium,53,Depression,Africa,Onsite
27,Male,Software Engineer,Medium,43,,South America,Onsite
40,Female,Designer,Low,56,Burnout,Asia,Onsite
27,Prefer not to say,Designer,High,43,,Asia,Remote
22,Non-binary,Sales,Medium,40,Depression,South America,Remote
33,Male,Designer,High,22,,Asia,Hybrid
48,Female,Software Engineer,Medium,45,Burnout,Asia,Hybrid
24,Prefer not to say,Marketing,Low,21,Anxiety,Asia,Remote
58,Female,Data Scientist,Low,36,Anxiety,Oceania,Remote
34,Prefer not to say,Designer,Low,42,Anxiety,Asia,Hybrid
50,Non-binary,Project Manager,High,42,Burnout,Oceania,Hybrid
23,Male,HR,Medium,42,Burnout,Europe,Hybrid
28,Prefer not to say,Project Manager,Low,45,Burnout,Africa,Hybrid
57,Prefer not to say,Data Scientist,Medium,59,Anxiety,Africa,Hybrid
26,Male,Sales,Low,32,Anxiety,Africa,Onsite
44,Prefer not to say,Marketing,High,47,,South America,Hybrid
59,Male,Sales,High,44,Depression,South America,Onsite
56,Prefer not to say,Sales,High,49,Burnout,North America,Remote
45,Male,Designer,High,58,,North America,Remote
22,Prefer not to say,Marketing,Medium,25,Depression,Oceania,Hybrid
38,Non-binary,Software Engineer,Low,40,Anxiety,North America,Hybrid
43,Non-binary,Designer,High,27,Burnout,Asia,Hybrid
52,Non-binary,Data Scientist,High,44,Anxiety,Africa,Remote
30,Female,Data Scientist,High,57,Depression,South America,Remote
40,Male,HR,Medium,60,Anxiety,Africa,Onsite
32,Prefer not to say,Project Manager,High,53,,South America,Hybrid
59,Female,Sales,Low,27,,South America,Remote
32,Female,Designer,Medium,28,Depression,South America,Hybrid
53,Female,Marketing,High,37,Depression,Africa,Hybrid
46,Non-binary,Designer,High,36,,Africa,Onsite
22,Male,Software Engineer,High,22,Burnout,North America,Onsite
48,Female,Project Manager,High,46,,North America,Remote
43,Prefer not to say,Software Engineer,Medium,59,Burnout,South America,Onsite
56,Non-binary,Marketing,Low,24,,Oceania,Onsite
59,Non-binary,Marketing,Medium,47,Depression,Asia,Hybrid
30,Prefer not to say,Software Engineer,Medium,36,Anxiety,Africa,Hybrid
45,Male,Data Scientist,High,46,Depression,Asia,Remote
35,Non-binary,Sales,Medium,53,,Europe,Remote
30,Female,Software Engineer,Medium,57,Burnout,Europe,Hybrid
33,Female,Marketing,High,49,Burnout,Asia,Remote
54,Female,HR,Low,54,Anxiety,Europe,Hybrid
60,Female,Data Scientist,Medium,23,Burnout,Asia,Remote
51,Female,HR,Medium,23,Anxiety,Africa,Remote
55,Non-binary,Sales,High,45,,Europe,Hybrid
41,Non-binary,Project Manager,High,21,Anxiety,Europe,Remote
30,Female,Project Manager,High,36,Depression,South America,Onsite
44,Prefer not to say,Software Engineer,High,52,Anxiety,Africa,Onsite
48,Female,Data Scientist,Medium,50,Anxiety,Oceania,Onsite
56,Female,Data Scientist,Low,45,Burnout,North America,Onsite
43,Male,Designer,Low,52,Burnout,South America,Hybrid
37,Male,Software Engineer,High,49,,Asia,Remote
36,Non-binary,Sales,Low,23,Burnout,Europe,Remote
45,Male,Marketing,High,60,Burnout,North America,Hybrid
23,Female,HR,Medium,49,Burnout,Oceania,Remote
57,Male,Sales,Medium,34,Anxiety,North America,Hybrid
43,Female,Software Engineer,Low,31,,South America,Hybrid
59,Prefer not to say,HR,Low,56,Depression,Asia,Hybrid
49,Prefer not to say,Project Manager,Medium,51,Burnout,Oceania,Remote
24,Female,Data Scientist,Low,20,Depression,Africa,Hybrid
43,Female,HR,Low,48,Anxiety,North America,Remote
50,Non-binary,Marketing,Low,54,Burnout,Oceania,Hybrid
37,Prefer not to say,Marketing,Medium,36,Burnout,North America,Onsite
48,Prefer not to say,Software Engineer,Low,36,Depression,Oceania,Remote
28,Female,Project Manager,Medium,39,,Europe,Hybrid
48,Female,Sales,Low,49,Depression,North America,Hybrid
45,Male,Software Engineer,High,53,Anxiety,Europe,Hybrid
42,Non-binary,Marketing,Medium,50,,Asia,Hybrid
56,Non-binary,HR,Medium,37,Burnout,Asia,Remote
42,Prefer not to say,Designer,Medium,40,Depression,Asia,Remote
45,Prefer not to say,Project Manager,Low,42,Depression,South America,Onsite
31,Male,Data Scientist,High,48,Anxiety,Asia,Onsite
55,Prefer not to say,Software Engineer,Low,41,Anxiety,Oceania,Onsite
47,Male,Project Manager,Low,27,Burnout,South America,Onsite
56,Female,Data Scientist,Medium,21,Depression,Oceania,Remote
56,Prefer not to say,Marketing,Low,48,Depression,Oceania,Hybrid
34,Male,Project Manager,Medium,48,Depression,Europe,Remote
57,Prefer not to say,Sales,High,32,,Asia,Hybrid
22,Prefer not to say,HR,Medium,49,Depression,South America,Hybrid
57,Male,Project Manager,Medium,44,Depression,Oceania,Hybrid
37,Male,Designer,High,23,Depression,Oceania,Remote
40,Prefer not to say,Sales,Medium,34,Anxiety,Oceania,Onsite
30,Prefer not to say,Sales,Low,50,Depression,South America,Remote
55,Prefer not to say,Marketing,Medium,35,,Asia,Onsite
49,Female,Project Manager,Medium,35,Anxiety,Oceania,Onsite
24,Male,Software Engineer,High,43,,South America,Onsite
56,Prefer not to say,Sales,Low,20,,Asia,Remote
23,Non-binary,Project Manager,Medium,29,Depression,Asia,Onsite
28,Male,Software Engineer,High,26,Burnout,Europe,Hybrid
29,Female,Marketing,High,38,,North America,Remote
31,Female,HR,Medium,57,Depression,South America,Remote
27,Female,Sales,High,58,Depression,North America,Hybrid
26,Female,Software Engineer,High,29,Depression,Africa,Remote
56,Male,Data Scientist,Low,53,Depression,Oceania,Remote
37,Prefer not to say,HR,Low,41,Anxiety,Asia,Onsite
40,Non-binary,Software Engineer,Medium,48,Burnout,Africa,Remote
30,Non-binary,Data Scientist,Low,20,Depression,Oceania,Remote
36,Prefer not to say,HR,Medium,44,Burnout,Europe,Hybrid
33,Female,Project Manager,High,33,Burnout,Europe,Hybrid
55,Male,HR,High,41,Depression,Europe,Remote
39,Prefer not to say,Designer,High,30,Burnout,Asia,Hybrid
25,Female,Software Engineer,Low,21,,Asia,Remote
27,Male,Marketing,High,22,Burnout,North America,Onsite
54,Male,HR,Low,32,Depression,South America,Hybrid
35,Prefer not to say,HR,Medium,59,Anxiety,North America,Onsite
43,Non-binary,Designer,Medium,22,Burnout,Asia,Hybrid
52,Non-binary,Designer,High,50,,South America,Hybrid
34,Prefer not to say,Sales,High,49,,South America,Hybrid
33,Female,Data Scientist,Low,24,,South America,Remote
47,Prefer not to say,Marketing,Low,49,Burnout,Europe,Remote
49,Prefer not to say,Designer,Low,33,Depression,Africa,Onsite
55,Non-binary,Software Engineer,Medium,27,Anxiety,Asia,Remote
32,Female,Project Manager,Medium,29,Depression,Oceania,Hybrid
56,Non-binary,HR,Medium,30,Depression,Europe,Remote
22,Female,Sales,Low,24,Burnout,North America,Onsite
42,Male,Marketing,High,35,Depression,South America,Onsite
23,Non-binary,Software Engineer,High,25,,Africa,Onsite
23,Male,Designer,Low,31,,Europe,Onsite
40,Non-binary,Software Engineer,Medium,57,Burnout,Africa,Hybrid
54,Prefer not to say,Data Scientist,Medium,27,Burnout,Europe,Remote
49,Female,Marketing,High,25,Anxiety,Africa,Hybrid
58,Non-binary,Software Engineer,High,47,Depression,North America,Onsite
60,Prefer not to say,Sales,Low,22,Depression,Oceania,Onsite
25,Male,Sales,Medium,39,Burnout,South America,Hybrid
53,Male,Designer,Medium,47,Depression,Asia,Hybrid
48,Male,Software Engineer,Low,50,Depression,Europe,Remote
34,Non-binary,Designer,High,20,Anxiety,Oceania,Remote
39,Male,Sales,High,42,Anxiety,Oceania,Onsite
24,Non-binary,Designer,High,27,Anxiety,Africa,Remote
27,Non-binary,HR,Low,45,Anxiety,Oceania,Remote
23,Female,Data Scientist,Low,28,Burnout,Africa,Onsite
37,Prefer not to say,Software Engineer,High,47,,Oceania,Remote
23,Female,Data Scientist,High,39,Burnout,North America,Onsite
36,Non-binary,Marketing,Low,37,Burnout,Europe,Onsite
27,Female,Sales,Medium,34,Depression,Oceania,Onsite
39,Female,Designer,Medium,47,Depression,North America,Remote
51,Female,Data Scientist,High,24,Burnout,North America,Onsite
47,Male,Data Scientist,Low,27,,Oceania,Onsite
30,Prefer not to say,Data Scientist,High,23,Burnout,South America,Onsite
47,Male,Project Manager,Medium,52,Burnout,South America,Onsite
48,Non-binary,Designer,High,31,Burnout,Africa,Remote
42,Male,Project Manager,Medium,39,Burnout,Asia,Onsite
51,Prefer not to say,Sales,High,54,,Asia,Remote
35,Prefer not to say,HR,High,46,Burnout,Europe,Onsite
33,Male,Project Manager,Medium,59,Anxiety,North America,Hybrid
54,Male,Data Scientist,Medium,32,Burnout,Africa,Hybrid
45,Non-binary,Sales,Medium,26,Burnout,Africa,Onsite
46,Prefer not to say,Marketing,Medium,37,Anxiety,Europe,Onsite
59,Non-binary,Project Manager,High,59,Anxiety,Europe,Remote
50,Prefer not to say,Data Scientist,High,38,Burnout,Europe,Remote
56,Male,Sales,Low,59,,Europe,Onsite
26,Prefer not to say,Software Engineer,Medium,37,,South America,Hybrid
59,Prefer not to say,Data Scientist,High,26,Burnout,Africa,Hybrid
26,Male,HR,Low,41,Depression,Europe,Remote
47,Female,HR,Medium,56,,Asia,Onsite
42,Female,Designer,High,48,Anxiety,North America,Hybrid
52,Prefer not to say,Marketing,Low,49,,Asia,Onsite
59,Non-binary,Designer,Medium,47,Burnout,Africa,Hybrid
56,Non-binary,HR,Low,54,Anxiety,North America,Hybrid
29,Male,Data Scientist,Medium,33,Anxiety,South America,Hybrid
54,Female,Marketing,Low,59,Anxiety,Africa,Hybrid
48,Male,Data Scientist,Low,21,Burnout,Africa,Onsite
49,Prefer not to say,Project Manager,High,41,,Europe,Onsite
47,Prefer not to say,HR,Medium,33,Anxiety,Oceania,Remote
47,Prefer not to say,Marketing,Low,22,Depression,Africa,Hybrid
60,Female,Designer,Medium,21,Anxiety,Europe,Hybrid
46,Female,HR,Medium,29,Burnout,North America,Remote
30,Non-binary,Designer,Medium,23,Anxiety,Asia,Hybrid
58,Non-binary,Sales,High,36,Depression,Asia,Remote
57,Male,Project Manager,Low,29,Anxiety,Oceania,Remote
48,Prefer not to say,HR,Low,37,Depression,Africa,Remote
47,Prefer not to say,HR,Low,20,Burnout,Oceania,Remote
25,Non-binary,Project Manager,Low,55,Burnout,Europe,Onsite
45,Prefer not to say,Sales,High,29,,North America,Hybrid
26,Male,Project Manager,Medium,51,Burnout,Asia,Onsite
50,Female,HR,High,45,Anxiety,Oceania,Remote
59,Female,Marketing,High,49,,Asia,Remote
35,Male,Marketing,Medium,21,,Asia,Hybrid
44,Female,Marketing,Low,40,,Oceania,Hybrid
41,Prefer not to say,Data Scientist,Medium,53,Anxiety,Africa,Onsite
46,Female,Sales,Low,30,Anxiety,Oceania,Remote
27,Male,Sales,Low,54,Burnout,Asia,Onsite
27,Male,Data Scientist,Medium,47,Burnout,Oceania,Onsite
33,Prefer not to say,HR,Medium,39,Anxiety,South America,Onsite
35,Female,Project Manager,Low,20,Depression,Oceania,Remote
24,Prefer not to say,Sales,High,30,Burnout,Asia,Hybrid
31,Male,Marketing,Medium,48,,Africa,Hybrid
39,Prefer not to say,Data Scientist,Low,29,Depression,North America,Hybrid
42,Male,Data Scientist,Medium,54,Anxiety,North America,Onsite
46,Male,Data Scientist,Low,41,Anxiety,Oceania,Hybrid
48,Non-binary,Project Manager,Medium,47,Burnout,Asia,Onsite
58,Male,Marketing,Low,50,Anxiety,Asia,Onsite
44,Female,Marketing,High,44,Anxiety,Asia,Onsite
53,Male,Data Scientist,Low,30,Depression,Europe,Onsite
47,Non-binary,Sales,Low,30,Depression,Oceania,Hybrid
25,Male,Data Scientist,Medium,40,Depression,South America,Onsite
32,Female,Designer,High,47,Anxiety,Europe,Hybrid
23,Male,Project Manager,Medium,34,,Oceania,Remote
27,Non-binary,Project Manager,High,52,Burnout,Africa,Remote
45,Non-binary,Designer,High,25,Anxiety,Oceania,Remote
58,Female,Sales,Low,49,Depression,South America,Remote
57,Male,Marketing,Low,59,Depression,South America,Remote
25,Male,HR,Medium,60,Depression,Oceania,Onsite
59,Female,Project Manager,Low,38,Burnout,Oceania,Remote
43,Prefer not to say,Designer,High,31,,Africa,Remote
56,Female,Project Manager,Medium,48,,North America,Onsite
50,Prefer not to say,Designer,Medium,50,Anxiety,Asia,Remote
47,Non-binary,Project Manager,High,50,Anxiety,Europe,Hybrid
47,Prefer not to say,Marketing,Medium,46,,Europe,Remote
53,Female,Project Manager,Low,59,Burnout,Asia,Hybrid
47,Female,Sales,Medium,55,,Asia,Hybrid
45,Non-binary,Marketing,Medium,38,Burnout,South America,Remote
24,Non-binary,HR,High,36,Anxiety,North America,Hybrid
44,Prefer not to say,Sales,Low,33,Burnout,South America,Hybrid
55,Male,Data Scientist,Low,31,Anxiety,Asia,Hybrid
25,Non-binary,Marketing,Medium,44,,Oceania,Onsite
30,Non-binary,Designer,Low,22,,Africa,Remote
35,Female,Sales,High,32,Depression,North America,Onsite
50,Male,Marketing,Medium,33,Anxiety,Europe,Onsite
27,Female,HR,Low,44,Burnout,North America,Hybrid
34,Male,Designer,High,57,Anxiety,Oceania,Onsite
30,Prefer not to say,HR,High,54,Anxiety,Africa,Remote
42,Female,HR,Medium,45,Burnout,South America,Hybrid
52,Prefer not to say,HR,High,48,Anxiety,Africa,Hybrid
45,Non-binary,HR,Low,42,Depression,Asia,Remote
50,Female,Software Engineer,Medium,38,Burnout,Oceania,Hybrid
54,Non-binary,Sales,Low,59,,Europe,Hybrid
54,Female,Designer,Low,28,Anxiety,South America,Hybrid
25,Prefer not to say,Sales,Low,34,Burnout,South America,Onsite
54,Female,Sales,High,29,,Africa,Hybrid
29,Non-binary,Marketing,High,48,Burnout,Asia,Onsite
37,Female,Designer,Low,51,Depression,Asia,Onsite
56,Non-binary,Software Engineer,Medium,37,Anxiety,Oceania,Hybrid
33,Non-binary,HR,Low,32,Burnout,North America,Onsite
22,Female,Data Scientist,Low,40,Anxiety,North America,Onsite
53,Female,Marketing,Low,25,Depression,Africa,Remote
53,Female,Designer,Low,34,Burnout,Europe,Remote
43,Female,Marketing,Medium,55,Burnout,North America,Onsite
53,Female,Project Manager,High,22,Depression,Africa,Hybrid
34,Male,Project Manager,Medium,57,Burnout,Asia,Onsite
40,Prefer not to say,Project Manager,High,60,Burnout,Asia,Onsite
33,Male,Designer,Low,40,Burnout,Asia,Remote
58,Male,Designer,High,60,Burnout,Asia,Remote
35,Non-binary,Designer,High,31,,South America,Remote
27,Prefer not to say,Designer,Medium,55,Depression,North America,Remote
46,Female,Data Scientist,High,40,Burnout,Asia,Hybrid
42,Prefer not to say,Sales,Low,53,,Oceania,Remote
36,Male,HR,Medium,34,Burnout,Europe,Remote
53,Female,Project Manager,Low,23,Depression,South America,Hybrid
25,Female,Data Scientist,Medium,54,Depression,North America,Onsite
32,Prefer not to say,Sales,High,29,Depression,Europe,Hybrid
59,Non-binary,Marketing,Low,40,Depression,South America,Hybrid
26,Male,Sales,Medium,22,Burnout,Europe,Remote
40,Non-binary,Marketing,High,22,,South America,Onsite
38,Female,Software Engineer,Low,48,Depression,Africa,Onsite
23,Non-binary,Data Scientist,Low,22,Burnout,North America,Hybrid
49,Prefer not to say,Sales,Low,28,Anxiety,Asia,Onsite
26,Male,Marketing,High,43,Anxiety,Asia,Remote
46,Non-binary,Data Scientist,Medium,49,Depression,Africa,Hybrid
51,Male,Software Engineer,Medium,20,Anxiety,North America,Remote
58,Female,Designer,Medium,24,Burnout,Africa,Hybrid
49,Non-binary,HR,Medium,24,Burnout,Africa,Remote
51,Non-binary,Software Engineer,Medium,47,,North America,Onsite
43,Prefer not to say,Project Manager,Medium,30,Anxiety,South America,Hybrid
38,Female,Sales,High,50,Burnout,Asia,Onsite
58,Non-binary,Marketing,High,34,Burnout,Asia,Onsite
43,Female,Data Scientist,Medium,55,,North America,Remote
52,Male,Sales,Medium,55,Depression,North America,Remote
35,Female,Software Engineer,Medium,45,,Oceania,Onsite
52,Male,Project Manager,Medium,20,Depression,North America,Onsite
23,Male,HR,Low,59,Depression,North America,Remote
36,Prefer not to say,HR,Medium,32,,Oceania,Remote
31,Female,Sales,High,25,,Oceania,Onsite
43,Male,Sales,Low,30,Burnout,Europe,Hybrid
54,Male,HR,Low,33,Burnout,Africa,Hybrid
53,Female,Marketing,Low,58,Depression,North America,Remote
30,Non-binary,Software Engineer,Medium,55,Depression,North America,Remote
51,Prefer not to say,Designer,High,58,Burnout,Asia,Onsite
58,Male,Marketing,Low,34,Anxiety,North America,Onsite
51,Male,Software Engineer,Low,36,,Africa,Onsite
32,Non-binary,Software Engineer,Medium,42,Depression,Europe,Onsite
55,Non-binary,Marketing,Medium,22,,Africa,Hybrid
36,Prefer not to say,HR,Medium,52,Anxiety,Europe,Hybrid
31,Non-binary,Software Engineer,High,53,Burnout,South America,Onsite
27,Prefer not to say,Data Scientist,High,37,Anxiety,South America,Hybrid
31,Prefer not to say,Data Scientist,Low,55,Anxiety,Europe,Onsite
40,Female,Project Manager,High,42,Burnout,North America,Remote
28,Prefer not to say,Marketing,Medium,55,,Africa,Onsite
58,Non-binary,Software Engineer,Low,42,Burnout,Africa,Hybrid
53,Non-binary,Software Engineer,Low,39,Depression,Oceania,Hybrid
34,Female,Designer,High,54,Burnout,North America,Hybrid
47,Prefer not to say,Data Scientist,High,28,Anxiety,Oceania,Onsite
41,Non-binary,Project Manager,Low,44,,North America,Onsite
48,Female,Data Scientist,Low,36,Depression,North America,Onsite
22,Prefer not to say,HR,Low,20,Depression,South America,Remote
30,Female,Sales,High,42,,North America,Onsite
42,Prefer not to say,Marketing,Medium,24,Burnout,Africa,Remote
34,Female,HR,Low,48,Depression,Asia,Hybrid
34,Prefer not to say,Project Manager,Low,30,Burnout,Oceania,Hybrid
41,Male,HR,Low,27,Anxiety,North America,Onsite
41,Female,Sales,Low,24,Burnout,Africa,Hybrid
27,Prefer not to say,Designer,Low,42,,South America,Remote
27,Non-binary,Designer,High,53,Depression,Asia,Remote
22,Male,Sales,Medium,34,Anxiety,Europe,Hybrid
27,Male,HR,Low,42,Anxiety,South America,Onsite
25,Non-binary,Data Scientist,Medium,25,Depression,Africa,Hybrid
46,Prefer not to say,Software Engineer,Low,30,Anxiety,Asia,Hybrid
30,Non-binary,Project Manager,Medium,27,Anxiety,Asia,Hybrid
38,Non-binary,Project Manager,Low,27,Depression,North America,Hybrid
41,Prefer not to say,Project Manager,Medium,56,,Oceania,Hybrid
46,Male,Marketing,High,30,Anxiety,North America,Onsite
58,Prefer not to say,Project Manager,Medium,40,Burnout,South America,Onsite
57,Prefer not to say,Sales,Low,57,Burnout,Oceania,Hybrid
35,Non-binary,HR,Low,46,Anxiety,Europe,Remote
30,Male,Data Scientist,High,38,,Oceania,Remote
42,Male,Sales,Low,47,Anxiety,Europe,Hybrid
57,Male,Marketing,High,22,,South America,Remote
40,Non-binary,Project Manager,Low,34,Depression,Oceania,Onsite
33,Male,Data Scientist,Low,46,Burnout,Oceania,Hybrid
31,Prefer not to say,Data Scientist,Medium,28,Depression,Africa,Onsite
54,Non-binary,Software Engineer,Low,35,Anxiety,Africa,Onsite
25,Female,Designer,Medium,23,Depression,Europe,Hybrid
46,Female,Marketing,High,36,Anxiety,South America,Onsite
44,Prefer not to say,Marketing,Low,45,Depression,Oceania,Hybrid
25,Prefer not to say,Project Manager,High,39,,Oceania,Remote
29,Non-binary,Designer,Low,55,,Africa,Hybrid
43,Female,HR,Low,26,,North America,Remote
30,Male,Software Engineer,Medium,51,,Oceania,Remote
24,Non-binary,Data Scientist,Low,20,Burnout,North America,Remote
32,Non-binary,HR,Medium,46,,Oceania,Remote
32,Female,Designer,Medium,31,Anxiety,Europe,Onsite
52,Female,Sales,Medium,56,Depression,North America,Onsite
28,Prefer not to say,Project Manager,High,52,Anxiety,South America,Hybrid
25,Female,Sales,Medium,53,Depression,South America,Onsite
45,Female,Marketing,Low,30,,Oceania,Hybrid
46,Female,Marketing,Medium,56,,North America,Onsite
58,Prefer not to say,Data Scientist,Low,20,,Oceania,Onsite
46,Prefer not to say,Software Engineer,High,52,,Oceania,Remote
32,Non-binary,Sales,High,38,Depression,Africa,Hybrid
46,Non-binary,HR,Low,36,Anxiety,Africa,Remote
45,Male,Designer,Low,25,,Africa,Onsite
33,Non-binary,Designer,Low,46,Depression,South America,Hybrid
47,Male,Data Scientist,Medium,42,Depression,South America,Hybrid
23,Non-binary,Software Engineer,High,32,Burnout,Oceania,Remote
55,Female,Designer,Medium,34,,North America,Hybrid
24,Female,Marketing,Low,35,Anxiety,Africa,Remote
33,Female,Designer,Medium,27,Depression,Asia,Onsite
22,Male,Marketing,High,43,Depression,North America,Hybrid
